Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,3_point_circle_1,37.347,-19.29,9.542,38.065,-17.75,7.8,38.783,-16.21,9.542
2,3_point_circle_2,28.497,30.9,9.542,29.698,29.698,7.8,29.698,29.698,11.2
3,3_point_circle_3,-37.347,19.29,9.542,-38.065,17.75,11.2,-38.783,16.21,9.542
4,3_point_circle_4,-30.9,-28.497,9.458,-29.698,-29.698,11.2,-28.497,-30.9,9.542
